,element,obs_wavelength,obs_ep,obs_ew,abund
95,FeI,5732.275,4.991,28.6,7.832
96,FeI,5752.023,4.548,69.5,7.717
97,FeI,5753.121,4.26,90.4,7.633
98,FeI,5760.345,3.642,40.0,7.792
99,FeI,5775.08,4.22,78.4,7.778
100,FeI,5793.913,4.22,54.2,7.797
101,FeI,5814.805,4.283,40.5,7.795
102,FeI,5827.875,3.283,24.5,7.803
103,FeI,5835.098,4.256,26.4,7.771
104,FeI,5837.7,4.294,19.6,7.771
105,FeI,5845.266,5.033,14.6,7.746
106,FeI,5849.682,3.695,17.4,7.739
107,FeI,5852.217,4.548,59.0,7.777
108,FeI,5853.149,1.485,17.8,7.705
109,FeI,5856.083,4.294,53.1,7.794
110,FeI,5858.779,4.22,25.4,7.752
111,FeI,5859.578,4.548,92.3,7.748
112,FeI,5861.107,4.283,17.5,7.764
113,FeI,5880.029,4.558,19.8,7.656
114,FeI,5902.485,4.593,29.6,7.851
115,FeI,5905.689,4.652,79.8,7.849
116,FeI,5916.249,2.453,80.1,7.84
117,FeI,5927.786,4.652,61.0,7.784
118,FeI,5929.667,4.548,60.8,7.829
119,FeI,5934.653,3.929,93.4,7.745
120,FeI,5969.559,4.283,9.8,7.864
121,FeI,5976.157,4.294,4.3,7.907
122,FeI,5984.814,4.733,99.8,7.738
123,FeI,5987.066,4.795,95.4,7.911
124,FeI,6003.01,3.882,99.3,7.691
125,FeI,6027.05,4.076,82.9,7.761
126,FeI,6034.033,4.312,18.2,7.816
127,FeI,6093.666,4.607,50.3,7.811
128,FeI,6094.364,4.652,38.1,7.845
129,FeI,6096.662,3.984,58.9,7.816
130,FeI,6105.152,4.548,26.0,7.835
131,FeI,6127.909,4.143,68.8,7.796
132,FeI,6165.361,4.143,63.8,7.769
133,FeI,6187.398,2.832,10.2,7.783
134,FeI,6187.987,3.943,72.1,7.87
135,FeI,6199.507,2.559,11.7,7.762
136,FeI,6220.776,3.882,34.6,7.773
137,FeI,6221.67,0.859,5.2,7.765
138,FeI,6226.73,3.883,50.6,7.833
139,FeI,6229.225,2.845,65.9,7.901
140,FeI,6330.838,4.733,53.8,7.783
141,FeI,6367.111,4.795,5.2,7.683
142,FeI,6392.538,2.279,38.0,7.812
143,FeI,6436.411,4.186,24.0,7.838
144,FeI,6472.15,4.371,2.3,7.662
145,FeI,6496.469,4.795,82.4,7.796
146,FeI,6591.325,4.593,22.8,7.823
147,FeI,6608.024,2.279,37.3,7.795
148,FeI,6627.54,4.548,48.0,7.819
149,FeI,6646.932,2.608,24.8,7.841
150,FeI,6667.417,2.453,13.5,7.729
151,FeI,6703.568,2.759,60.9,7.798
152,FeI,6710.316,1.485,36.8,7.814
153,FeI,6712.441,4.988,10.1,7.876
154,FeI,6725.353,4.103,35.2,7.83
155,FeI,6726.661,4.607,67.9,7.801
156,FeI,6732.07,4.584,16.2,7.765
157,FeI,6733.151,4.638,46.3,7.819
158,FeI,6745.09,4.58,19.8,7.826
159,FeI,6745.955,4.076,16.4,7.787
160,FeI,6746.953,2.608,10.8,7.793
161,FeI,6783.264,2.559,6.7,7.723
162,FeI,6801.864,1.608,4.1,7.745
163,FeI,6806.847,2.727,58.7,7.803
164,FeI,6810.257,4.607,69.9,7.777
165,FeI,6824.825,4.988,9.3,7.884
166,FeI,6828.59,4.638,75.4,7.774
167,FeI,6833.224,4.638,24.4,7.925
168,FeI,6839.831,2.559,53.8,7.797
169,FeI,6843.648,4.548,83.9,7.83
170,FeI,6855.159,4.558,93.8,7.799
171,FeI,6857.243,4.076,40.7,7.794
172,FeI,6861.945,2.424,40.9,7.833
173,FeI,6862.492,4.558,51.2,7.831
174,FeI,6898.289,4.22,31.3,7.786
175,FeI,6916.678,4.154,90.1,7.944
176,FeI,6960.338,4.593,17.6,7.589
177,FeI,6988.523,2.404,57.2,7.766
178,FeI,6999.878,4.103,83.1,7.912
179,FeI,7000.618,4.143,38.9,7.87
180,FeI,7010.333,4.58,32.3,7.951
181,FeI,7022.953,4.191,90.2,7.842
182,FeI,7024.059,4.076,49.7,7.847
183,FeI,7031.42,4.988,5.1,7.873
184,FeI,7038.222,4.217,79.5,7.722
185,FeII,5234.625,3.221,99.5,7.771
186,FeII,5264.812,3.23,62.3,7.817
187,FeII,5414.073,3.221,42.7,7.809
188,FeII,5525.125,3.267,23.1,7.763
189,FeII,6432.68,2.891,57.2,7.781
190,FeII,5325.553,3.221,54.9,7.744
191,FeII,5425.257,3.199,59.8,7.841
192,FeII,5427.826,6.724,9.0,7.817
193,FeII,5991.376,3.153,46.0,7.775
194,FeII,6084.111,3.199,34.9,7.812
195,FeII,6141.033,3.23,5.6,7.845
196,FeII,6149.258,3.889,50.3,7.769
197,FeII,6247.557,3.892,67.5,7.759
198,FeII,6269.967,3.245,11.4,7.693
199,FeII,6456.383,3.903,78.9,7.79
